"","am_sid","sciname"
"630","Fis-124361","Lethotremus muticus"
"631","Fis-124363","Eumicrotremus gyrinops"
"632","Fis-124366","Mustelus minicanis"
"633","Fis-124368","Mustelus sinusmexicanus"
"634","Fis-124376","Lasiognathus beebei"
"635","Fis-124377","Lasiognathus waltoni"
"636","Fis-124378","Lasiognathus intermedius"
"637","Fis-124379","Lasiognathus saccostoma"
"638","Fis-124381","Careproctus phasma"
"639","Fis-124392","Lepidotrigla annamarae"
"640","Fis-124393","Icelus euryops"
"641","Fis-124394","Lepidotrigla musorstom"
"642","Fis-124396","Lepidotrigla nana"
"643","Fis-124406","Pterygotrigla robertsi"
"644","Fis-124410","Dactyloptena tiltoni"
"645","Fis-124414","Dactyloptena macracantha"
"646","Fis-124446","Achoerodus viridis"
"647","Fis-124492","Crystallichthys mirabilis"
"648","Fis-124543","Odontesthes platensis"
"649","Fis-124599","Gouania willdenowi"
"650","Fis-124683","Chimaera panthera"
"651","Fis-124778","Gazza dentex"
"652","Fis-124812","Holtbyrnia cyanocephala"
"653","Fis-124920","Bembras japonica"
"654","Fis-124925","Bembras macrolepis"
"655","Fis-124926","Bembras longipinnis"
"656","Fis-125038","Bembras megacephala"
"657","Fis-125057","Pomadasys unimaculatus"
"658","Fis-125127","Gobioides sagitta"
"659","Fis-125137","Pristis perotteti"
"660","Fis-125140","Astronesthes tchuvasovi"
"661","Fis-125142","Bathyraja albomaculata"
"662","Fis-125146","Astronesthes quasiindicus"
"663","Fis-125150","Bathyraja brachyurops"
"664","Fis-125159","Bathyraja magellanica"
"665","Fis-125160","Astronesthes lucibucca"
"666","Fis-125167","Raneya brasiliensis"
"667","Fis-125170","Astronesthes bilobatus"
"668","Fis-125177","Cataetyx messieri"
"669","Fis-125182","Astronesthes atlanticus"
"670","Fis-125186","Helicolenus lengerichi"
"671","Fis-125190","Cottunculus granulosus"
"672","Fis-125192","Cottoperca gobio"
"673","Fis-125235","Zenopsis nebulosa"
"674","Fis-125479","Acanthaluteres spilomelanurus"
"675","Fis-125488","Alabes dorsalis"
"676","Fis-125495","Alabes hoesei"
"677","Fis-125529","Girella elevata"
"678","Fis-125530","Artediellus gomojunovi"
"679","Fis-125533","Artediellus miacanthus"
"680","Fis-125561","Careproctus abbreviatus"
"681","Fis-125565","Careproctus attenuatus"
"682","Fis-125571","Careproctus scottae"
"683","Fis-125582","Eumicrotremus phrynoides"
"684","Fis-125600","Elassodiscus tremebundus"
"685","Fis-125602","Eumicrotremus andriashevi"
"686","Fis-125613","Eumicrotremus soldatovi"
"687","Fis-125615","Liparis bristolensis"
"688","Fis-125618","Liparis curilensis"
"689","Fis-125621","Liparis marmoratus"
"690","Fis-125622","Careproctus longifilis"
"691","Fis-125623","Liparis megacephalus"
"692","Fis-125625","Liparis micraspidophorus"
"693","Fis-125627","Dactylagnus mundus"
"694","Fis-125628","Careproctus microstomus"
"695","Fis-125633","Platygillellus rubellulus"
"696","Fis-125639","Elassodiscus caudatus"
"697","Fis-125642","Paraliparis dactylosus"
"698","Fis-125662","Careproctus filamentosus"
"699","Fis-125665","Paraliparis pectoralis"
"700","Fis-125681","Careproctus canus"
"701","Fis-125682","Careproctus zachirus"
"702","Fis-125683","Careproctus bowersianus"
"703","Fis-125688","Careproctus mollis"
"704","Fis-125691","Icelus uncinalis"
"705","Fis-125693","Acantholiparis caecus"
"706","Fis-125694","Cochleoceps orientalis"
"707","Fis-125695","Parvicrepis parvipinnis"
"708","Fis-125697","Aspasmogaster tasmaniensis"
"709","Fis-125703","Cepola australis"
"710","Fis-125704","Enigmapercis reducta"
"711","Fis-125705","Creedia haswelli"
"712","Fis-125707","Creedia partimsquamigera"
"713","Fis-125708","Lesueurina platycephala"
"714","Fis-125709","Crapatalus munroi"
"715","Fis-125710","Bovichtus angustifrons"
"716","Fis-125713","Cristiceps australis"
"717","Fis-125714","Cristiceps argyropleura"
"718","Fis-125715","Heteroclinus heptaeolus"
"719","Fis-125717","Heteroclinus nasutus"
"720","Fis-125722","Heteroclinus perspicillatus"
"721","Fis-125726","Paraliparis mento"
"722","Fis-125728","Paramonacanthus otisensis"
"723","Fis-125736","Paraliparis megalopus"
"724","Fis-125742","Enneapterygius atriceps"
"725","Fis-125744","Enneapterygius bahasa"
"726","Fis-125745","Enneapterygius fasciatus"
"727","Fis-125747","Enneapterygius clea"
"728","Fis-125753","Enneapterygius fuscoventer"
"729","Fis-125760","Enneapterygius howensis"
"730","Fis-125765","Enneapterygius nigricauda"
"731","Fis-125769","Enneapterygius pallidoserialis"
"732","Fis-125770","Enneapterygius randalli"
"733","Fis-125773","Enneapterygius rhothion"
"734","Fis-125774","Temnocora candida"
"735","Fis-125775","Enneapterygius rubicauda"
"736","Fis-125780","Enneapterygius signicauda"
"737","Fis-125781","Enneapterygius similis"
"738","Fis-125782","Enneapterygius unimaculatus"
"739","Fis-125783","Enneapterygius vexillarius"
"740","Fis-125786","Enneapterygius leucopunctatus"
"741","Fis-125787","Enneapterygius williamsi"
"742","Fis-125788","Helcogramma fuscipectoris"
"743","Fis-125812","Cheilopogon pinnatibarbatus pinnatibarbatus"
"744","Fis-125842","Coryphaenoides filifer"
"745","Fis-125858","Psenopsis intermedia"
"746","Fis-125864","Ariomma parini"
"747","Fis-125872","Liparis rhodosoma"
"748","Fis-125879","Maurolicus stehmanni"
"749","Fis-125881","Polypera simushirae"
"750","Fis-125886","Maurolicus parvipinnis"
"751","Fis-125887","Maurolicus walvisensis"
"752","Fis-125888","Maurolicus rudjakovi"
"753","Fis-125889","Maurolicus australis"
"754","Fis-125893","Maurolicus weitzmani"
"755","Fis-125894","Gerres erythrourus"
"756","Fis-125897","Maurolicus javanicus"
"757","Fis-125898","Maurolicus mucronatus"
"758","Fis-125899","Maurolicus breviculus"
"759","Fis-125905","Galeus springeri"
"760","Fis-125906","Galeus gracilis"
"761","Fis-125911","Careproctus marginatus"
"762","Fis-125920","Gurgesiella furvescens"
"763","Fis-125929","Chesnonia verrucosa"
"764","Fis-125968","Sympterygia lima"
"765","Fis-125985","Cubiceps nanus"
"766","Fis-125999","Parablennius salensis"
"767","Fis-126015","Nezumia obliquata"
"768","Fis-126019","Labrus viridis"
"769","Fis-126026","Coelorinchus aratrum"
"770","Fis-126031","Coelorinchus doryssus"
"771","Fis-126034","Erythrocles acarina"
"772","Fis-126068","Emmelichthys karnellai"
"773","Fis-126084","Astronesthes lamellosus"
"774","Fis-126085","Astronesthes dupliglandis"
"775","Fis-126086","Astronesthes indopacificus"
"776","Fis-126092","Conocara macropterum"
"777","Fis-126093","Conocara salmoneum"
"778","Fis-126098","Conocara kreffti"
"779","Fis-126109","Halophryne hutchinsi"
"780","Fis-126115","Oxyurichthys lonchotus"
"781","Fis-126117","Oxyurichthys stigmalophius"
"782","Fis-126118","Rhynchactis macrothrix"
"783","Fis-126125","Eustomias tomentosis"
"784","Fis-126136","Psychrolutes occidentalis"
"785","Fis-126138","Psychrolutes marmoratus"
"786","Fis-126140","Psychrolutes sio"
"787","Fis-126141","Choerodon zosterophorus"
"788","Fis-126144","Choerodon melanostigma"
"789","Fis-126148","Apletodon incognitus"
"790","Fis-126189","Gymnothorax robinsi"
"791","Fis-126237","Fodiator rostratus"
"792","Fis-126268","Pseudamiops diaphanes"
"793","Fis-126275","Apogon deetsie"
"796","Fis-126306","Cruriraja rugosa"
"797","Fis-126614","Coelorinchus commutabilis"
"798","Fis-126623","Coelorinchus macrorhynchus"
"799","Fis-126627","Coelorinchus notatus"
"800","Fis-126630","Coelorinchus platorhynchus"
"801","Fis-126633","Coelorinchus quincunciatus"
"802","Fis-126639","Coelorinchus sexradiatus"
"803","Fis-126642","Coelorinchus thompsoni"
"804","Fis-126675","Gadomus denticulatus"
"805","Fis-126681","Gadomus dispar"
"806","Fis-126683","Gadomus introniger"
"807","Fis-126684","Gadomus magnifilis"
"808","Fis-126732","Coryphaenoides dubius"
"809","Fis-126740","Mataeocephalus hyostomus"
"810","Fis-126746","Coryphaenoides asprellus"
"811","Fis-126888","Coryphaenoides hextii"
"812","Fis-126889","Coryphaenoides hoskynii"
"813","Fis-126893","Coryphaenoides tydemani"
"814","Fis-126895","Aploactisoma milesii"
"815","Fis-126901","Coryphaenoides woodmasoni"
"816","Fis-126907","Coryphaenoides yaquinae"
"817","Fis-126909","Coryphaenoides paramarshalli"
"818","Fis-126914","Tosarhombus longimanus"
"819","Fis-126916","Tosarhombus brevis"
"820","Fis-126917","Parabothus filipes"
"821","Fis-126921","Paraploactis intonsa"
"822","Fis-126922","Paraploactis trachyderma"
"823","Fis-126925","Peristrominous dolosus"
"824","Fis-126931","Parabothus chlorospilus"
"825","Fis-126938","Hymenocephalus neglectissimus"
"826","Fis-126939","Hymenocephalus semipellucidus"
"827","Fis-126941","Hymenocephalus striatulus"
"828","Fis-126946","Kuronezumia pallida"
"829","Fis-126951","Pseudocetonurus septifer"
"830","Fis-126971","Ambiserrula jugosa"
"831","Fis-126976","Parascorpaena maculipinnis"
"832","Fis-126978","Paracentropogon vespa"
"833","Fis-126979","Neosebastes incisipinnis"
"834","Fis-126995","Atherinosoma elongata"
"835","Fis-126999","Atherinosoma microstoma"
"836","Fis-127016","Trachonurus sentipellis"
"837","Fis-127017","Ventrifossa macrodon"
"838","Fis-127025","Ventrifossa teres"
"839","Fis-127026","Atherinason hepsetoides"
"840","Fis-127040","Platycephalus marmoratus"
"841","Fis-127042","Platycephalus laevigatus"
"842","Fis-127050","Hymenocephalus antraeus"
"843","Fis-127052","Coelorinchus gladius"
"844","Fis-127054","Nezumia holocentra"
"845","Fis-127056","Sphagemacrurus gibber"
"846","Fis-127064","Hymenocephalus barbatulus"
"847","Fis-127065","Hymenocephalus longipes"
"848","Fis-127067","Bathygadus sulcatus"
"849","Fis-127074","Scorpaenopsis furneauxi"
"850","Fis-127081","Hippocampus zebra"
"851","Fis-127090","Hypleurochilus fissicornis"
"852","Fis-127099","Alloblennius anuchalis"
"853","Fis-127101","Alloblennius pictus"
"854","Fis-127123","Pyramodon lindas"
"855","Fis-127124","Pyramodon parini"
"856","Fis-127126","Ilyophis nigeli"
"857","Fis-127128","Favonigobius exquisitus"
"858","Fis-127130","Echiodon coheni"
"859","Fis-127131","Callogobius depressus"
"860","Fis-127135","Callogobius mucosus"
"861","Fis-127137","Echiodon exsilium"
"862","Fis-127140","Echiodon dawsoni"
"863","Fis-127141","Nesogobius pulchellus"
"864","Fis-127143","Nesogobius hinsbyi"
"865","Fis-127145","Priolepis nuchifasciata"
"867","Fis-127150","Bryaninops loki"
"868","Fis-127155","Arenigobius bifrenatus"
"869","Fis-127157","Arenigobius frenatus"
"870","Fis-127159","Thalasseleotris adela"
"871","Fis-127160","Arnoglossus bassensis"
"872","Fis-127164","Zebrias scalaris"
"873","Fis-127166","Pardachirus hedleyi"
"874","Fis-127169","Eubalichthys gunnii"
"875","Fis-127171","Torquigener squamicauda"
"876","Fis-127173","Torquigener perlevis"
"877","Fis-127175","Torquigener andersonae"
"878","Fis-127179","Contusus brevicaudus"
"879","Fis-127185","Tetractenos glaber"
"880","Fis-127187","Kestratherina brevirostris"
"881","Fis-127189","Platycephalus aurimaculatus"
"882","Fis-127191","Schuettea scalaripinnis"
"883","Fis-127192","Atypichthys strigatus"
"884","Fis-127204","Bodianus frenchii"
"885","Fis-127206","Pteragogus enneacanthus"
"886","Fis-127211","Heteroclinus adelaidae"
"887","Fis-127212","Heteroclinus macrophthalmus"
"888","Fis-127216","Bathyraja longicauda"
"889","Fis-127218","Rajella nigerrima"
"890","Fis-127219","Heteroclinus johnstoni"
"891","Fis-127221","Ophiclinus ningulus"
"892","Fis-127222","Bathyraja scaphiops"
"893","Fis-127225","Bathyraja macloviana"
"894","Fis-127227","Ophiclinus gracilis"
"895","Fis-127232","Sticharium dorsale"
"896","Fis-127233","Sticharium clarkae"
"897","Fis-127245","Brama pauciradiata"
"898","Fis-127248","Hastatobythites arafurensis"
"899","Fis-127250","Pempheris ornata"
"900","Fis-127253","Pempheris ypsilychnus"
"901","Fis-127258","Xyrias multiserialis"
"902","Fis-127274","Cleisthenes pinetorum"
"903","Fis-127278","Microstomus shuntovi"
"904","Fis-127324","Neocyttus psilorhynchus"
"905","Fis-127326","Neocyttus acanthorhynchus"
"906","Fis-127433","Polyipnus meteori"
"907","Fis-127434","Polyipnus ovatus"
"908","Fis-127439","Polyipnus danae"
"909","Fis-127444","Polyipnus inermis"
"910","Fis-127446","Polyipnus paxtoni"
"911","Fis-127447","Polyipnus soelae"
"912","Fis-127489","Podothecus hamlini"
"913","Fis-127519","Monocentris reedi"
"914","Fis-127530","Congiopodus kieneri"
"915","Fis-127558","Echinogobius hayashii"
"916","Fis-127560","Lycenchelys aurantiaca"
"917","Fis-127563","Urotrygon venezuelae"
"918","Fis-127564","Pempheris schomburgkii"
"919","Fis-127579","Polyacanthonotus merretti"
"920","Fis-127585","Grammatonotus macrophthalmus"
"921","Fis-127586","Alcockia rostrata"
"922","Fis-127588","Scopelengys clarkei"
"923","Fis-127603","Pseudoscopelus scutatus"
"924","Fis-127725","Tylosurus pacificus"
"925","Fis-127915","Champsodon sechellensis"
"926","Fis-127931","Neoharriotta carri"
"927","Fis-127935","Neoharriotta pumila"
"928","Fis-127938","Gilbertidia pustulosa"
"929","Fis-127944","Rhinochimaera africana"
"930","Fis-127977","Polymixia fusca"
"931","Fis-127984","Polymixia longispina"
"932","Fis-127990","Polymixia busakhini"
"933","Fis-127999","Suggrundus cooperi"
"934","Fis-128033","Glossanodon australis"
"935","Fis-128034","Glossanodon elongatus"
"936","Fis-128046","Thaumatichthys binghami"
"937","Fis-128048","Bathyclupea gracilis"
"938","Fis-128051","Coris cuvieri"
"939","Fis-128063","Gigantactis meadi"
"940","Fis-128093","Gigantactis microdontis"
"941","Fis-128094","Gigantactis savagei"
"942","Fis-128096","Gigantactis herwigi"
"943","Fis-128107","Lepidamia multitaeniata"
"944","Fis-128108","Schindleria pietschmanni"
"945","Fis-128110","Ostorhinchus angustatus"
"946","Fis-128112","Ostorhinchus cyanosoma"
"947","Fis-128131","Ptarmus gallus"
"948","Fis-128156","Cilus gilberti"
"949","Fis-128167","Symphysanodon octoactinus"
"950","Fis-128205","Cocotropus dermacanthus"
"951","Fis-128236","Fowleria vaiulae"
"952","Fis-128237","Gymnothorax albimarginatus"
"953","Fis-128241","Lepidotrigla kishinouyi"
"954","Fis-128246","Parablennius yatabei"
"955","Fis-128251","Pristotis obtusirostris"
"956","Fis-128254","Champsodon atridorsalis"
"957","Fis-128255","Siphamia majimai"
"958","Fis-128262","Champsodon fimbriatus"
"959","Fis-128265","Champsodon machaeratus"
"960","Fis-128267","Champsodon sagittus"
"961","Fis-128270","Champsodon vorax"
"962","Fis-128322","Cociella heemstrai"
"963","Fis-128329","Cynoscion guatucupa"
"964","Fis-128361","Parupeneus jansenii"
"965","Fis-128368","Feia nympha"
"966","Fis-128373","Trimma haima"
"967","Fis-128376","Achirus declivis"
"968","Fis-128395","Paramonacanthus nematophorus"
"969","Fis-128422","Sebastapistes nuchalis"
"970","Fis-128455","Platycephalus chauliodous"
"971","Fis-128462","Solitas gruveli"
"972","Fis-128494","Antennablennius velifer"
"976","Fis-12876","Anguilla bengalensis"
"977","Fis-128779","Leptatherina presbyteroides"
"978","Fis-128806","Batrachoides gilberti"
"979","Fis-12913","Rhinobatos albomaculatus"
"980","Fis-129156","Pogonoperca ocellata"
"981","Fis-129190","Carangoides ciliarius"
"982","Fis-129634","Hyporhamphus gamberur"
"983","Fis-12972","Limanda limanda"
"984","Fis-129877","Hyporhamphus meeki"
"985","Fis-129939","Thalassophryne megalops"
"986","Fis-130029","Membras vagrans"
"987","Fis-130041","Kestratherina esox"
"988","Fis-130298","Bollmannia stigmatura"
"989","Fis-130311","Bollmannia marginalis"
"990","Fis-130313","Bollmannia ocellata"
"991","Fis-130321","Bollmannia umbrosa"
"992","Fis-130465","Bathygadus garretti"
"993","Fis-130581","Latimeria menadoensis"
"994","Fis-130608","Hippocampus algiricus"
"995","Fis-130613","Hippocampus barbouri"
"996","Fis-130617","Hippocampus bargibanti"
"997","Fis-130618","Hippocampus borboniensis"
"998","Fis-130620","Hippocampus comes"
"999","Fis-130634","Moringua macrochir"
"1000","Fis-130667","Hippocampus fisheri"
"1001","Fis-130671","Benthenchelys cartieri"
"1002","Fis-130691","Hippocampus guttulatus"
"1003","Fis-130702","Gordiichthys leibyi"
"1004","Fis-130709","Strongylura notata notata"
"1005","Fis-130731","Hippocampus jayakari"
"1006","Fis-130734","Hippocampus kelloggi"
"1007","Fis-130735","Halichoeres bicolor"
"1008","Fis-130760","Cirrisalarias bunares"
"1009","Fis-130762","Andamia heteroptera"
"1010","Fis-130767","Alticus saliens"
"1011","Fis-130771","Apterichtus flavicaudus"
"1012","Fis-130805","Ethadophis akkistikos"
"1013","Fis-130806","Gordiichthys ergodes"
"1014","Fis-130825","Mixomyrophis pusillipinna"
"1015","Fis-130828","Muraenichthys thompsoni"
"1016","Fis-130841","Muraenichthys philippinensis"
"1017","Fis-130870","Selene brownii"
"1018","Fis-130876","Ophichthus altipennis"
"1019","Fis-130902","Cociella punctata"
"1020","Fis-130905","Ophichthus kunaloa"
"1021","Fis-130917","Pseudomyrophis nimius"
"1022","Fis-130921","Schultzidia retropinnis"
"1023","Fis-130963","Ophichthus celebicus"
"1024","Fis-131008","Myrophis anterodorsalis"
"1025","Fis-131038","Thysanophrys cirronasa"
"1026","Fis-131072","Hippocampus minotaur"
"1027","Fis-131073","Hippocampus mohnikei"
"1028","Fis-131089","Hippocampus subelongatus"
"1029","Fis-131124","Cheilopogon agoo"
"1030","Fis-131127","Centrophorus atromarginatus"
"1031","Fis-131150","Squatina guggenheim"
"1032","Fis-131160","Etmopterus pycnolepis"
"1033","Fis-131161","Etmopterus litvinovi"
"1034","Fis-131162","Etmopterus robinsi"
"1035","Fis-131178","Glenoglossa wassi"
"1036","Fis-131185","Benthobatis moresbyi"
"1037","Fis-131191","Allips concolor"
"1038","Fis-131196","Narcine maculata"
"1039","Fis-131212","Callechelys lutea"
"1040","Fis-131280","Parexocoetus hillianus"
"1041","Fis-131311","Ophichthus arneutes"
"1042","Fis-131312","Ophichthus longipenis"
"1043","Fis-131316","Ophichthus mecopterus"
"1044","Fis-131323","Ophichthus tetratrema"
"1045","Fis-131339","Liza klunzingeri"
"1046","Fis-131358","Scymnodalatias oligodon"
"1047","Fis-131406","Parmops coruscans"
"1048","Fis-131407","Atelomycterus fasciatus"
"1049","Fis-131432","Galeus antillensis"
"1050","Fis-131440","Ateleopus purpureus"
"1051","Fis-131441","Oxynotus japonicus"
"1052","Fis-131445","Trigonognathus kabeyai"
"1053","Fis-131447","Etmopterus baxteri"
"1054","Fis-131458","Bathyraja maculata"
"1055","Fis-131459","Bathyraja schroederi"
"1056","Fis-131461","Bathyraja multispinis"
"1057","Fis-131465","Cruriraja andamanica"
"1058","Fis-131498","Sympterygia bonapartii"
"1059","Fis-131502","Sympterygia acuta"
"1060","Fis-131511","Sympterygia brevicaudata"
"1061","Fis-13152","Guentherus altivela"
"1062","Fis-131543","Aracana aurita"
"1063","Fis-131546","Acanthochaenus luetkenii"
"1064","Fis-131556","Nemamyxine kreffti"
"1065","Fis-131560","Notomyxine tridentiger"
"1066","Fis-131571","Myxine fernholmi"
"1067","Fis-131582","Myxine hubbsi"
"1068","Fis-131590","Stephanoberyx monae"
"1069","Fis-131591","Myxine mccoskeri"
"1070","Fis-131597","Myxine pequenoi"
"1071","Fis-131607","Eptatretus caribbeaus"
"1072","Fis-131608","Eptatretus cheni"
"1073","Fis-131621","Eptatretus fritzi"
"1074","Fis-131623","Eptatretus mcconnaugheyi"
"1075","Fis-131624","Eptatretus mendozai"
